Date,btc,bitcoin,btc usd,btcusd,cypto,cryptocurrency,eth,ethereum,blockchain
7/10/2017,42,33,31,21,0,52,85,78,68
7/11/2017,49,37,37,26,36,60,100,100,72
7/12/2017,46,34,35,13,53,51,79,77,70
7/13/2017,48,33,34,17,35,46,87,62,64
7/14/2017,45,33,38,27,28,41,67,59,57
7/15/2017,54,37,39,10,42,46,61,59,49
7/16/2017,52,43,46,20,43,52,85,78,50
7/17/2017,49,40,45,26,19,45,76,67,62
7/18/2017,56,40,44,17,18,46,83,74,71
7/19/2017,55,37,37,30,18,45,86,73,73
7/20/2017,64,41,50,13,0,43,77,66,68
7/21/2017,63,41,40,31,19,43,72,60,62
7/22/2017,60,36,38,15,22,40,55,44,46
7/23/2017,53,36,35,19,0,47,48,43,44
7/24/2017,48,36,36,8,36,47,61,48,68
7/25/2017,55,37,37,8,0,47,59,50,68
7/26/2017,58,37,34,21,26,44,57,48,67
7/27/2017,50,34,36,13,18,39,54,42,61
7/28/2017,53,40,36,9,38,37,53,46,65
7/29/2017,49,32,31,20,0,37,49,44,46
7/30/2017,44,33,28,5,21,33,46,37,50
7/31/2017,58,42,34,13,18,40,56,43,72
8/1/2017,70,71,52,36,34,43,64,55,75
8/2/2017,65,64,40,8,17,51,67,47,77
8/3/2017,49,44,35,12,17,45,53,38,67
8/4/2017,47,41,36,9,27,40,49,39,65
8/5/2017,62,54,49,10,20,46,54,46,47
8/6/2017,55,43,49,20,20,46,61,49,47
8/7/2017,59,52,49,24,0,53,69,53,67
8/8/2017,63,51,54,28,25,59,65,60,73
8/9/2017,55,47,41,25,26,65,77,61,70
8/10/2017,56,42,44,8,18,60,69,51,68
8/11/2017,55,48,53,9,18,63,66,48,68
8/12/2017,71,56,61,19,21,62,63,49,60
8/13/2017,82,68,85,38,0,72,72,56,60
8/14/2017,78,76,82,38,36,78,69,63,79
8/15/2017,78,75,81,56,0,75,69,56,85
8/16/2017,67,66,62,25,0,65,64,53,91
8/17/2017,70,62,65,46,35,70,67,56,85
8/18/2017,66,64,55,26,19,64,64,48,81
8/19/2017,63,58,54,9,20,62,56,39,64
8/20/2017,57,53,51,5,20,61,49,38,66
8/21/2017,61,54,52,16,26,62,68,57,84
8/22/2017,69,61,58,29,26,71,68,50,97
8/23/2017,62,57,48,20,17,73,64,50,93
8/24/2017,73,53,44,29,34,69,57,45,82
8/25/2017,72,54,49,9,37,62,58,49,86
8/26/2017,64,47,45,19,20,60,48,39,62
8/27/2017,64,43,42,14,39,61,57,38,54
8/28/2017,100,48,44,37,18,72,66,51,79
8/29/2017,92,55,56,16,17,77,83,60,90
8/30/2017,82,58,56,16,17,81,87,65,93
8/31/2017,81,62,57,12,26,86,81,60,88
9/1/2017,80,67,55,22,64,89,75,63,88
9/2/2017,72,66,61,24,21,90,68,67,70
9/3/2017,67,55,56,38,41,76,56,51,70
9/4/2017,76,69,64,42,27,100,88,71,81
9/5/2017,77,70,63,49,34,98,77,61,91
9/6/2017,72,60,59,36,34,77,73,52,97
9/7/2017,65,56,53,29,26,82,67,49,94
9/8/2017,67,59,53,34,27,76,67,46,82
9/9/2017,61,49,49,14,19,61,52,41,58
9/10/2017,60,50,49,32,100,63,53,40,62
9/11/2017,67,54,48,32,42,68,68,43,84
9/12/2017,65,54,47,0,25,74,65,41,86
9/13/2017,70,74,61,44,25,93,72,51,94
9/14/2017,87,90,73,100,26,84,70,56,100
9/15/2017,100,100,100,42,26,90,75,58,85
9/16/2017,77,67,65,33,30,60,60,37,63
9/17/2017,63,54,49,41,19,54,48,34,61
9/18/2017,69,64,57,49,34,69,77,46,92
9/19/2017,59,58,56,56,25,62,78,46,89
9/20/2017,51,50,47,20,0,60,70,38,94
9/21/2017,51,51,47,12,17,60,64,39,91
9/22/2017,55,48,47,34,18,55,60,34,82
9/23/2017,52,41,44,14,39,45,50,31,56
9/24/2017,42,37,33,28,19,46,48,30,66
9/25/2017,47,43,41,36,35,48,72,33,89
9/26/2017,53,43,44,28,0,57,69,33,96
9/27/2017,58,47,48,12,50,66,63,33,87
9/28/2017,58,45,46,32,50,63,69,34,86
9/29/2017,53,44,44,21,35,61,62,33,90
9/30/2017,50,40,40,28,40,55,44,28,54
10/1/2017,13,7,9,4,8,10,22,12,22
10/2/2017,15,8,10,10,14,11,29,14,32
10/3/2017,15,8,9,4,7,11,31,14,30
10/4/2017,17,8,8,6,14,10,26,14,30
10/5/2017,18,8,8,8,7,10,28,13,33
10/6/2017,14,7,8,7,0,10,27,14,29
10/7/2017,13,7,7,4,25,9,25,14,19
10/8/2017,13,8,9,12,8,9,21,13,22
10/9/2017,15,9,10,9,0,11,30,16,33
10/10/2017,16,9,11,9,14,10,27,14,35
10/11/2017,15,9,9,2,0,10,31,15,34
10/12/2017,22,15,17,23,0,13,30,21,39
10/13/2017,25,18,19,20,0,14,38,27,36
10/14/2017,19,13,13,12,25,13,29,21,28
10/15/2017,17,11,13,11,0,12,29,22,27
10/16/2017,18,12,13,6,0,14,37,27,36
10/17/2017,17,11,11,15,14,14,34,23,41
10/18/2017,16,11,12,5,49,13,31,20,39
10/19/2017,16,11,12,9,7,12,31,19,35
10/20/2017,20,13,12,9,15,11,32,19,36
10/21/2017,21,14,15,10,16,12,25,21,28
10/22/2017,17,12,12,13,8,11,29,17,26
10/23/2017,21,14,13,11,14,13,33,21,42
10/24/2017,20,15,12,5,0,13,34,20,43
10/25/2017,19,13,12,4,7,13,36,17,41
10/26/2017,18,13,11,8,0,12,32,17,40
10/27/2017,17,11,12,7,0,11,29,16,35
10/28/2017,16,10,10,3,0,10,23,14,29
10/29/2017,16,11,10,11,16,11,23,15,29
10/30/2017,18,13,13,9,7,11,29,18,38
10/31/2017,20,15,15,8,43,12,34,19,38
11/1/2017,24,18,18,17,7,15,36,23,40
11/2/2017,32,24,26,29,21,17,42,29,45
11/3/2017,28,22,23,18,14,16,34,23,46
11/4/2017,22,17,16,7,0,14,30,21,32
11/5/2017,22,17,18,19,15,13,29,20,33
11/6/2017,24,18,18,12,27,14,34,22,46
11/7/2017,23,16,18,14,7,15,33,24,47
11/8/2017,25,18,18,26,0,17,39,28,44
11/9/2017,23,17,17,17,14,18,40,28,46
11/10/2017,26,20,19,22,14,15,31,22,41
11/11/2017,26,20,19,18,16,15,26,21,34
11/12/2017,31,24,24,28,16,17,33,22,37
11/13/2017,28,22,22,14,27,16,35,22,44
11/14/2017,22,17,17,21,7,16,37,22,46
11/15/2017,24,16,20,19,20,16,36,23,43
11/16/2017,25,18,19,18,14,16,32,20,44
11/17/2017,25,20,22,18,7,17,33,22,41
11/18/2017,22,15,16,14,24,14,28,19,29
11/19/2017,21,14,17,8,8,16,35,25,31
11/20/2017,26,19,21,14,20,18,42,28,47
11/21/2017,26,20,20,12,20,18,42,28,50
11/22/2017,23,18,18,12,21,18,40,24,45
11/23/2017,21,16,16,16,7,18,46,38,39
11/24/2017,21,15,15,10,28,17,48,43,40
11/25/2017,23,16,18,17,8,20,47,43,35
11/26/2017,32,24,28,23,8,23,45,40,37
11/27/2017,39,32,36,32,13,29,55,51,57
11/28/2017,42,38,42,36,13,33,56,54,62
11/29/2017,62,61,59,59,20,46,80,73,76
11/30/2017,51,51,52,51,14,37,58,54,64
12/1/2017,42,38,41,33,29,31,51,43,55
12/2/2017,39,31,32,24,8,28,38,38,43
12/3/2017,38,30,34,31,8,30,40,40,45
12/4/2017,39,34,36,25,20,36,53,44,58
12/5/2017,40,36,36,28,34,38,62,46,63
12/6/2017,55,48,49,40,35,47,71,62,72
12/7/2017,100,96,98,100,49,54,79,81,100
12/8/2017,86,84,87,98,43,50,72,69,83
12/9/2017,59,58,57,65,32,49,62,63,59
12/10/2017,55,53,53,41,38,41,52,51,55
12/11/2017,64,63,64,45,27,48,63,59,77
12/12/2017,61,59,57,39,61,75,95,99,88
12/13/2017,56,53,53,38,48,78,100,100,81
12/14/2017,53,46,49,25,63,72,92,83,75
12/15/2017,50,44,45,32,36,64,72,65,71
12/16/2017,51,43,49,30,32,59,66,57,59
12/17/2017,59,46,54,40,32,62,62,58,61
12/18/2017,58,47,54,39,96,64,73,61,75
12/19/2017,60,51,54,41,64,74,93,84,88
12/20/2017,70,70,65,41,58,73,79,70,88
12/21/2017,67,53,56,29,37,73,78,61,91
12/22/2017,100,100,100,92,100,100,91,80,91
12/23/2017,73,64,74,54,34,65,68,52,64
12/24/2017,56,46,58,48,87,57,48,43,51
12/25/2017,53,41,50,33,44,51,54,42,52
12/26/2017,51,40,49,37,31,51,59,43,65
12/27/2017,49,38,46,30,37,53,57,45,62
12/28/2017,49,39,48,25,37,53,58,44,64
12/29/2017,49,33,45,28,53,61,64,41,57
12/30/2017,48,33,44,30,33,70,67,39,47
12/31/2017,43,27,41,23,34,55,54,35,41
1/1/2018,59,45,58,38,30,45,43,36,47
1/2/2018,73,55,69,45,28,62,65,68,71
1/3/2018,73,55,69,43,41,71,72,58,82
1/4/2018,76,53,70,24,86,87,91,78,83
1/5/2018,74,51,70,43,74,81,79,68,81
1/6/2018,70,45,69,36,66,71,69,57,67
1/7/2018,69,45,65,44,100,73,74,68,65
1/8/2018,69,51,62,28,71,75,91,83,80
1/9/2018,67,49,60,42,87,69,89,83,90
1/10/2018,65,51,59,32,58,74,100,100,100
1/11/2018,66,56,61,56,74,79,80,78,90
1/12/2018,60,47,53,32,49,57,70,60,80
1/13/2018,55,40,48,23,19,53,72,65,63
1/14/2018,49,38,41,28,30,52,62,57,62
1/15/2018,49,38,44,26,37,48,67,57,70
1/16/2018,77,76,70,60,76,100,77,84,79
1/17/2018,100,100,100,100,92,91,79,84,82
1/18/2018,81,73,79,74,37,61,67,62,82
1/19/2018,57,51,55,53,38,44,60,48,72
1/20/2018,51,42,48,55,64,41,56,42,55
1/21/2018,46,39,42,37,45,42,51,38,56
1/22/2018,48,45,46,41,65,41,53,41,69
1/23/2018,50,45,47,55,33,40,51,40,72
1/24/2018,45,40,43,33,59,36,47,35,68
1/25/2018,45,40,41,40,37,34,47,35,70
1/26/2018,42,39,38,42,35,34,43,32,60
1/27/2018,39,32,34,29,38,34,38,31,44
1/28/2018,38,31,33,38,23,34,47,40,50
1/29/2018,37,33,33,32,16,34,52,38,67
1/30/2018,40,35,33,42,23,36,47,35,60
1/31/2018,45,38,42,35,33,35,44,34,59
2/1/2018,51,50,48,55,20,47,57,41,64
2/2/2018,64,65,65,90,55,56,53,48,58
2/3/2018,52,43,47,48,30,32,39,33,42
2/4/2018,44,37,42,37,22,32,39,30,40
2/5/2018,64,65,72,81,30,47,47,46,57
2/6/2018,82,82,96,91,43,56,55,49,57
2/7/2018,57,51,61,56,30,35,44,34,58
2/8/2018,49,42,48,52,20,27,39,27,56
2/9/2018,43,39,43,29,17,29,38,27,54
2/10/2018,39,32,36,34,27,27,34,25,36
2/11/2018,36,29,31,30,15,24,31,21,37
2/12/2018,38,31,35,30,30,24,36,25,49
2/13/2018,35,29,30,28,30,24,35,25,55
2/14/2018,34,29,31,31,30,25,33,25,55
2/15/2018,38,31,34,26,20,24,35,24,60
2/16/2018,34,28,31,31,21,22,33,22,55
2/17/2018,36,27,30,24,31,21,32,21,37
2/18/2018,35,28,32,31,23,21,31,22,39
2/19/2018,33,26,28,18,20,22,35,23,56
2/20/2018,37,28,32,37,13,24,40,25,62
2/21/2018,34,28,29,40,26,27,39,22,58
2/22/2018,30,27,26,40,27,24,35,21,55
2/23/2018,31,24,25,27,24,20,35,19,50
2/24/2018,27,20,22,32,11,19,27,17,39
2/25/2018,26,19,20,28,26,16,28,16,36
2/26/2018,27,22,24,28,23,18,33,19,51
2/27/2018,28,22,24,24,10,19,33,18,55
2/28/2018,27,21,21,27,32,17,29,17,50
3/1/2018,26,20,21,19,13,18,32,17,51
3/2/2018,27,19,21,25,0,15,30,17,46
3/3/2018,26,19,21,19,0,14,25,17,35
3/4/2018,25,17,20,26,11,15,25,15,34
3/5/2018,25,19,18,19,38,16,32,17,50
3/6/2018,24,20,18,24,36,17,32,17,54
3/7/2018,27,23,20,34,23,20,33,20,51
3/8/2018,27,21,19,25,20,18,29,17,48
3/9/2018,28,24,22,26,21,22,29,19,44
3/10/2018,24,18,17,27,19,14,23,15,32
3/11/2018,21,18,16,29,22,14,25,17,35
3/12/2018,23,20,17,23,13,17,29,16,52
3/13/2018,23,19,16,17,13,16,29,16,54
3/14/2018,25,22,17,17,26,20,31,20,51
3/15/2018,29,25,20,28,50,23,29,19,48
3/16/2018,23,20,17,23,14,16,26,15,45
3/17/2018,23,18,17,30,22,15,23,14,32
3/18/2018,26,22,18,21,11,22,32,26,32
3/19/2018,26,21,18,28,16,17,29,17,47
3/20/2018,27,20,16,30,7,16,26,17,52
3/21/2018,28,19,16,19,23,15,27,16,52
3/22/2018,22,18,16,24,13,14,27,14,55
3/23/2018,22,17,15,26,17,13,25,14,47
3/24/2018,21,15,15,13,12,12,20,11,33
3/25/2018,19,15,13,16,15,12,22,12,32
3/26/2018,21,21,17,22,14,15,25,18,47
3/27/2018,21,19,15,21,26,16,30,18,45
3/28/2018,20,17,14,24,10,13,25,18,48
3/29/2018,23,21,16,30,17,17,32,24,44
3/30/2018,29,23,20,41,15,18,28,19,36
3/31/2018,22,18,16,27,20,13,23,14,27
4/1/2018,80,93,79,68,48,100,57,70,50
4/2/2018,80,100,89,88,63,79,59,80,76
4/3/2018,90,90,100,90,40,90,73,78,82
4/4/2018,81,86,79,67,39,80,65,73,85
4/5/2018,81,90,78,48,41,97,68,67,84
4/6/2018,81,90,82,77,21,96,58,66,75
4/7/2018,70,74,67,61,92,61,44,50,54
4/8/2018,66,69,59,57,23,68,47,53,58
4/9/2018,78,85,82,66,20,85,68,65,82
4/10/2018,75,85,77,43,39,80,61,61,87
4/11/2018,71,74,65,65,20,72,69,64,90
4/12/2018,95,95,87,100,100,89,69,77,88
4/13/2018,100,95,95,81,42,94,75,81,78
4/14/2018,81,70,71,66,23,73,57,50,51
4/15/2018,79,70,81,68,0,70,62,63,58
4/16/2018,80,78,71,53,59,75,65,61,85
4/17/2018,78,73,87,50,80,92,64,62,93
4/18/2018,75,75,75,47,20,91,63,56,100
4/19/2018,76,76,76,62,21,82,67,69,86
4/20/2018,90,77,86,52,21,92,75,76,83
4/21/2018,83,71,79,43,47,78,58,73,60
4/22/2018,80,70,74,54,46,79,67,66,60
4/23/2018,83,76,72,55,39,83,75,75,89
4/24/2018,100,91,99,88,39,99,80,94,95
4/25/2018,92,85,87,79,59,99,80,84,88
4/26/2018,85,73,70,47,20,81,67,65,90
4/27/2018,82,71,80,46,21,73,66,64,78
4/28/2018,81,61,72,43,0,75,63,53,56
4/29/2018,80,61,64,31,23,73,68,60,60
4/30/2018,79,64,74,61,41,82,72,64,80
5/1/2018,79,66,80,60,85,77,69,62,77
5/2/2018,75,62,71,23,20,73,70,67,94
5/3/2018,79,68,72,64,40,83,100,100,96
5/4/2018,90,66,82,52,21,79,80,92,83
5/5/2018,14,8,9,7,6,11,25,15,26
5/6/2018,13,8,8,9,12,11,25,15,27
5/7/2018,13,8,8,7,11,12,36,25,39
5/8/2018,14,8,7,9,11,13,29,15,40
5/9/2018,13,7,7,9,5,11,27,13,43
5/10/2018,13,7,6,8,16,12,25,13,42
5/11/2018,14,9,8,12,22,15,26,14,41
5/12/2018,13,7,8,8,24,10,19,11,28
5/13/2018,13,6,6,4,0,10,21,10,31
5/14/2018,14,8,8,12,0,13,26,12,44
5/15/2018,12,7,7,8,16,12,24,12,45
5/16/2018,13,7,8,13,16,12,24,10,48
5/17/2018,12,7,7,17,0,11,24,11,44
5/18/2018,12,7,7,14,17,12,23,12,40
5/19/2018,11,6,6,4,19,8,18,11,26
5/20/2018,11,6,6,6,0,9,20,9,25
5/23/2018,100,100,82,66,33,100,100,97,100
5/24/2018,93,89,92,100,33,85,98,94,100
5/25/2018,85,82,73,21,69,77,88,77,84
5/26/2018,79,71,72,54,38,60,64,56,55
5/27/2018,76,73,78,61,38,71,73,71,60
5/28/2018,81,83,82,54,100,81,91,100,81
5/29/2018,87,84,100,46,65,86,91,79,91
5/30/2018,85,80,84,33,97,84,93,75,95
5/31/2018,88,73,80,60,33,71,86,75,98
6/1/2018,75,68,75,27,68,69,89,70,86
